id_bioguide,term_number,term_id,term_type,term_start,term_end,state,district,class,party,how,url,address,phone,fax,contact_form,office,state_rank,rss_url,caucus
C000241,0,C000241-0,rep,1897-03-15,1899-03-03,CA,7,,Populist,,,,,,,,,,
C000415,0,C000415-0,rep,1895-12-02,1897-03-03,KY,2,,Democrat,,,,,,,,,,
C000452,0,C000452-0,rep,1895-12-02,1897-03-03,IA,1,,Republican,,,,,,,,,,
C000580,0,C000580-0,rep,1895-12-02,1897-03-03,PA,15,,Republican,,,,,,,,,,
C000649,0,C000649-0,rep,1895-12-02,1897-03-03,KY,11,,Republican,,,,,,,,,,
C000697,0,C000697-0,rep,1895-12-02,1897-03-03,IL,17,,Republican,,,,,,,,,,
C000731,0,C000731-0,rep,1895-12-02,1897-03-03,IL,6,,Republican,,,,,,,,,,
C001010,0,C001010-0,rep,1895-12-02,1897-03-03,IA,2,,Republican,,,,,,,,,,
D000144,0,D000144-0,rep,1897-03-15,1899-03-03,KY,8,,Republican,,,,,,,,,,
D000182,0,D000182-0,sen,1897-03-15,1903-03-03,KY,,3,Republican,,,,,,,,,,
D000384,0,D000384-0,rep,1883-12-03,1885-03-03,MO,3,,Democrat,,,,,,,,,,
D000436,0,D000436-0,rep,1897-03-15,1899-03-03,WV,3,,Republican,,,,,,,,,,
E000009,0,E000009-0,sen,1897-03-15,1897-12-31,SC,,3,Democrat,,,,,,,,,,
E000260,0,E000260-0,rep,1895-12-02,1897-03-03,KY,5,,Republican,,,,,,,,,,
F000076,0,F000076-0,rep,1895-12-02,1897-03-03,OH,10,,Republican,,,,,,,,,,
F000138,0,F000138-0,rep,1895-12-02,1897-03-03,NY,4,,Republican,,,,,,,,,,
F000252,0,F000252-0,rep,1895-12-02,1897-03-03,NY,23,,Republican,,,,,,,,,,
F000323,0,F000323-0,rep,1897-03-15,1899-03-03,NC,3,,Populist,,,,,,,,,,
G000464,0,G000464-0,rep,1893-08-07,1895-03-03,WI,7,,Republican,,,,,,,,,,
G000525,0,G000525-0,rep,1897-03-15,1899-03-03,ID,1,,Populist,,,,,,,,,,
H000015,0,H000015-0,rep,1893-08-07,1895-03-03,IA,9,,Republican,,,,,,,,,,
H000156,0,H000156-0,rep,1897-03-15,1899-03-03,DE,0,,Democrat,,,,,,,,,,
H000258,0,H000258-0,rep,1893-08-07,1895-03-03,KS,-1,,Populist,,,,,,,,,,
H000300,0,H000300-0,rep,1893-08-07,1895-03-03,MT,1,,Republican,,,,,,,,,,
H000458,0,H000458-0,sen,1897-03-15,1903-03-03,ID,,3,Democrat,,,,,,,,,,
H000503,0,H000503-0,rep,1895-12-02,1897-03-03,IN,7,,Republican,,,,,,,,,,
H000565,0,H000565-0,rep,1893-08-07,1895-03-03,PA,20,,Republican,,,,,,,,,,
H000583,0,H000583-0,rep,1891-12-07,1893-03-03,CA,3,,Republican,,,,,,,,,,
H000637,0,H000637-0,rep,1897-03-15,1899-03-03,IL,16,,Democrat,,,,,,,,,,
H000732,0,H000732-0,rep,1859-12-05,1861-03-03,IN,4,,Democrat,,,,,,,,,,
H000843,0,H000843-0,rep,1895-12-02,1897-03-03,AL,7,,Populist,,,,,,,,,,
H000852,0,H000852-0,rep,1895-12-02,1897-03-03,NY,6,,Republican,,,,,,,,,,
H000980,0,H000980-0,rep,1893-08-07,1895-03-03,IL,-1,,Democrat,,,,,,,,,,
H001004,0,H001004-0,rep,1895-12-02,1897-03-03,NY,2,,Republican,,,,,,,,,,
J000138,0,J000138-0,rep,1891-12-07,1893-03-03,IN,6,,Republican,,,,,,,,,,
J000231,0,J000231-0,rep,1881-12-05,1883-03-03,AR,2,,Democrat,,,,,,,,,,
J000237,0,J000237-0,sen,1873-12-01,1879-03-03,NV,,3,Republican,,,,,,,,,,
J000260,0,J000260-0,rep,1897-03-15,1899-03-03,WA,-1,,Silver Republican,,,,,,,,,,
K000060,0,K000060-0,rep,1897-03-15,1899-03-03,SD,-1,,Populist,,,,,,,,,,
K000121,0,K000121-0,sen,1897-03-15,1901-03-03,DE,,2,Democrat,,,,,,,,,,
K000241,0,K000241-0,rep,1897-03-15,1899-03-03,PA,8,,Republican,,,,,,,,,,
K000293,0,K000293-0,rep,1897-03-15,1899-03-03,SD,-1,,Populist,,,,,,,,,,
K000338,0,K000338-0,rep,1895-12-02,1897-03-03,PA,17,,Republican,,,,,,,,,,
K000353,0,K000353-0,sen,1891-12-07,1897-03-03,SD,,3,Populist,,,,,,,,,,
L000461,0,L000461-0,rep,1897-03-15,1899-03-03,MS,6,,Democrat,,,,,,,,,,
L000471,0,L000471-0,rep,1895-12-02,1897-03-03,NY,15,,Republican,,,,,,,,,,
M000059,0,M000059-0,rep,1893-08-07,1895-03-03,CA,4,,Democrat,,,,,,,,,,
M000062,0,M000062-0,rep,1895-12-02,1897-03-03,NY,32,,Republican,,,,,,,,,,
M000153,0,M000153-0,rep,1897-03-15,1899-03-03,OH,4,,Democrat,,,,,,,,,,
M000172,0,M000172-0,rep,1895-12-02,1897-03-03,NC,6,,Populist,,,,,,,,,,
M000270,0,M000270-0,rep,1897-03-15,1899-03-03,NE,3,,Populist,,,,,,,,,,
M000370,0,M000370-0,rep,1897-03-15,1899-03-03,KS,6,,Populist,,,,,,,,,,
M000411,0,M000411-0,rep,1897-03-15,1899-03-03,MD,6,,Republican,,,,,,,,,,
M000431,0,M000431-0,rep,1895-12-02,1897-03-03,NJ,7,,Republican,,,,,,,,,,
M000480,0,M000480-0,rep,1897-03-15,1899-03-03,MD,4,,Republican,,,,,,,,,,
M000543,0,M000543-0,rep,1891-12-07,1893-03-03,SC,6,,Democrat,,,,,,,,,,
M000575,0,M000575-0,rep,1879-03-18,1881-03-03,TN,4,,Democrat,,,,,,,,,,
M000761,0,M000761-0,rep,1895-12-02,1897-03-03,WV,4,,Republican,,,,,,,,,,
C001015,0,C001015-0,rep,1899-12-04,1901-03-03,IL,4,,Democrat,,,,,,,,,,
M000769,0,M000769-0,rep,1883-12-03,1885-03-03,ME,-1,,Republican,,,,,,,,,,
M000773,0,M000773-0,rep,1897-03-15,1899-03-03,IL,4,,Republican,,,,,,,,,,
M000822,0,M000822-0,rep,1895-12-02,1897-03-03,NY,8,,Republican,,,,,,,,,,
M000969,0,M000969-0,rep,1855-12-03,1857-03-03,VT,2,,Ind. Republican-Democrat,,,,,,,,,,
N000144,0,N000144-0,rep,1893-08-07,1895-03-03,OH,19,,Republican,,,,,,,,,,
O000036,0,O000036-0,rep,1895-12-02,1897-03-03,NY,17,,Republican,,,,,,,,,,
O000044,0,O000044-0,rep,1893-08-07,1895-03-03,LA,4,,Democrat,,,,,,,,,,
O000113,0,O000113-0,rep,1897-03-15,1899-03-03,WY,0,,Democrat,,,,,,,,,,
P000233,0,P000233-0,rep,1891-12-07,1893-03-03,IA,11,,Republican,,,,,,,,,,
P000254,0,P000254-0,rep,1897-03-15,1899-03-03,KS,2,,Populist,,,,,,,,,,
P000370,0,P000370-0,rep,1895-12-02,1897-03-03,NJ,4,,Republican,,,,,,,,,,
P000388,0,P000388-0,rep,1897-03-15,1899-03-03,AL,4,,Democrat,,,,,,,,,,
P000545,0,P000545-0,sen,1895-12-02,1897-03-03,NC,,3,Republican,,,,,,,,,,
Q000011,0,Q000011-0,rep,1893-08-07,1895-03-03,NY,14,,Republican,,,,,,,,,,
R000073,0,R000073-0,rep,1893-08-07,1895-03-03,UT,-1,,Democrat,,,,,,,,,,
R000490,0,R000490-0,rep,1895-12-02,1897-03-03,IN,13,,Republican,,,,,,,,,,
S000071,0,S000071-0,rep,1895-12-02,1897-03-03,WI,2,,Republican,,,,,,,,,,
S000099,0,S000099-0,rep,1885-12-07,1887-03-03,TX,10,,Democrat,,,,,,,,,,
S000288,0,S000288-0,rep,1895-12-02,1897-03-03,NY,13,,Republican,,,,,,,,,,
S000389,0,S000389-0,rep,1895-12-02,1897-03-03,NC,7,,Populist,,,,,,,,,,
S000428,0,S000428-0,rep,1895-12-02,1897-03-03,MA,13,,Republican,,,,,,,,,,
S000432,0,S000432-0,rep,1891-12-07,1893-03-03,KS,7,,Populist,,,,,,,,,,
S000468,0,S000468-0,rep,1895-12-02,1897-03-03,NC,1,,Populist,,,,,,,,,,
S000658,0,S000658-0,rep,1895-12-02,1897-03-03,MI,7,,Republican,,,,,,,,,,
S000696,0,S000696-0,rep,1895-12-02,1897-03-03,MI,2,,Republican,,,,,,,,,,
S000953,0,S000953-0,rep,1889-12-02,1891-03-03,PA,27,,Republican,,,,,,,,,,
S000966,0,S000966-0,rep,1891-12-07,1893-03-03,PA,23,,Republican,,,,,,,,,,
S000989,0,S000989-0,rep,1893-08-07,1895-03-03,SC,5,,Democrat,,,,,,,,,,
S001007,0,S001007-0,rep,1895-12-02,1897-03-03,NE,1,,Republican,,,,,,,,,,
S001027,0,S001027-0,rep,1895-12-02,1897-03-03,NC,4,,Populist,,,,,,,,,,
S001050,0,S001050-0,rep,1897-03-15,1899-03-03,PA,26,,Republican,,,,,,,,,,
T000244,0,T000244-0,rep,1895-12-02,1897-03-03,VA,4,,Republican,,,,,,,,,,
T000291,0,T000291-0,rep,1897-03-15,1899-03-03,MI,3,,Democrat,,,,,,,,,,
T000412,0,T000412-0,sen,1897-03-15,1901-03-03,TN,,2,Democrat,,,,,,,,,,
T000420,0,T000420-0,sen,1897-03-15,1903-03-03,WA,,3,Democrat,,,,,,,,,,
U000019,0,U000019-0,rep,1879-03-18,1881-03-03,IA,3,,Republican,,,,,,,,,,
V000080,0,V000080-0,rep,1897-03-15,1899-03-03,NY,7,,Democrat,,,,,,,,,,
V000091,0,V000091-0,sen,1879-03-18,1885-03-03,MO,,3,Democrat,,,,,,,,,,
V000103,0,V000103-0,rep,1897-03-15,1899-03-03,KS,5,,Populist,,,,,,,,,,
W000056,0,W000056-0,rep,1895-12-02,1897-03-03,VA,9,,Republican,,,,,,,,,,
W000062,0,W000062-0,rep,1889-12-02,1891-03-03,MA,10,,Republican,,,,,,,,,,
W000144,0,W000144-0,rep,1897-03-15,1899-03-03,NY,16,,Republican,,,,,,,,,,
W000279,0,W000279-0,rep,1895-12-02,1897-03-03,MD,6,,Republican,,,,,,,,,,
W000371,0,W000371-0,rep,1895-12-02,1897-03-03,IL,5,,Republican,,,,,,,,,,
W000453,0,W000453-0,rep,1895-12-02,1897-03-03,NY,21,,Republican,,,,,,,,,,
W000530,0,W000530-0,rep,1897-03-15,1899-03-03,PA,12,,Republican,,,,,,,,,,
W000579,0,W000579-0,rep,1895-12-02,1897-03-03,NY,3,,Republican,,,,,,,,,,
W000754,0,W000754-0,rep,1893-08-07,1895-03-03,MA,1,,Republican,,,,,,,,,,
Y000025,0,Y000025-0,rep,1887-12-05,1889-03-03,VA,10,,Republican,,,,,,,,,,
S000422,0,S000422-0,sen,1898-01-01,1903-03-03,OR,,3,Republican,,,,,,,,,,
S001062,0,S001062-0,rep,1897-03-15,1898-05-31,MS,2,,Democrat,,,,,,,,,,
A000087,0,A000087-0,rep,1895-12-02,1897-03-03,AL,4,,Republican,,,,,,,,,,
A000134,0,A000134-0,rep,1885-12-07,1887-03-03,MS,1,,Democrat,,,,,,,,,,
A000153,0,A000153-0,sen,1893-08-07,1899-03-03,NE,,1,Populist,,,,,,,,,,
A000334,0,A000334-0,rep,1899-12-04,1901-03-03,NC,4,,Populist,,,,,,,,,,
B000051,0,B000051-0,rep,1899-12-04,1901-03-03,KS,-1,,Republican,,,,,,,,,,
B000055,0,B000055-0,rep,1897-03-15,1899-03-03,LA,5,,Democrat,,,,,,,,,,
B000076,0,B000076-0,rep,1895-12-02,1897-03-03,MD,2,,Republican,,,,,,,,,,
B000123,0,B000123-0,rep,1899-12-04,1901-03-03,PA,8,,Democrat,,,,,,,,,,
B000140,0,B000140-0,rep,1895-12-02,1897-03-03,CA,1,,Republican,,,,,,,,,,
B000227,0,B000227-0,sen,1887-12-05,1893-03-03,TN,,1,Democrat,,,,,,,,,,
B000414,0,B000414-0,rep,1893-08-07,1895-03-03,KY,6,,Democrat,,,,,,,,,,
B000544,0,B000544-0,rep,1873-12-01,1875-03-03,MO,5,,Democrat,,,,,,,,,,
B000746,0,B000746-0,rep,1897-03-15,1899-03-03,NY,9,,Democrat,,,,,,,,,,
B000801,0,B000801-0,rep,1897-03-15,1899-03-03,OH,3,,Democrat,,,,,,,,,,
B000812,0,B000812-0,rep,1897-03-15,1899-03-03,AL,5,,Democrat,,,,,,,,,,
B000943,0,B000943-0,rep,1897-03-15,1899-03-03,OH,6,,Republican,,,,,,,,,,
C000074,0,C000074-0,rep,1899-12-04,1901-03-03,MT,1,,Democrat,,,,,,,,,,
C000247,0,C000247-0,rep,1885-12-07,1887-03-03,MS,3,,Democrat,,,,,,,,,,
C000303,0,C000303-0,rep,1899-12-04,1901-03-03,NY,14,,Democrat,,,,,,,,,,
C000351,0,C000351-0,rep,1893-08-07,1895-03-03,NY,24,,Republican,,,,,,,,,,
C000460,0,C000460-0,rep,1897-03-15,1899-03-03,NH,2,,Republican,,,,,,,,,,
C000492,0,C000492-0,rep,1899-12-04,1901-03-03,NY,4,,Democrat,,,,,,,,,,
C000568,0,C000568-0,rep,1897-03-15,1899-03-03,NY,19,,Republican,,,,,,,,,,
C000576,0,C000576-0,sen,1875-12-06,1881-03-03,MO,,1,Democrat,,,,,,,,,,
C000838,0,C000838-0,rep,1891-12-07,1893-03-03,TN,7,,Democrat,,,,,,,,,,
D000015,0,D000015-0,rep,1899-12-04,1901-03-03,NJ,7,,Democrat,,,,,,,,,,
D000028,0,D000028-0,rep,1873-12-01,1875-03-03,OH,16,,Republican,,,,,,,,,,
D000077,0,D000077-0,rep,1897-03-15,1899-03-03,PA,-1,,Republican,,,,,,,,,,
D000078,0,D000078-0,rep,1899-12-04,1901-03-03,PA,12,,Democrat,,,,,,,,,,
D000095,0,D000095-0,sen,1887-12-05,1893-03-03,MN,,1,Republican,,,,,,,,,,
D000277,0,D000277-0,rep,1897-03-15,1899-03-03,CA,2,,Democrat,,,,,,,,,,
D000356,0,D000356-0,rep,1881-12-05,1883-03-03,ME,2,,Republican,,,,,,,,,,
D000497,0,D000497-0,rep,1897-03-15,1899-03-03,NY,3,,Democrat,,,,,,,,,,
E000196,0,E000196-0,rep,1897-03-15,1899-03-03,VA,4,,Democrat,,,,,,,,,,
E000205,0,E000205-0,rep,1881-12-05,1883-03-03,PA,8,,Democrat,,,,,,,,,,
F000016,0,F000016-0,rep,1895-12-02,1897-03-03,IN,8,,Republican,,,,,,,,,,
F000177,0,F000177-0,rep,1897-03-15,1899-03-03,KY,10,,Democrat,,,,,,,,,,
F000298,0,F000298-0,sen,1899-12-04,1905-03-03,WA,,1,Republican,,,,,,,,,,
F000367,0,F000367-0,rep,1899-12-04,1901-03-03,WV,4,,Republican,,,,,,,,,,
G000095,0,G000095-0,rep,1899-12-04,1901-03-03,PA,26,,Democrat,,,,,,,,,,
G000107,0,G000107-0,rep,1899-12-04,1901-03-03,KY,7,,Democrat,,,,,,,,,,
G000247,0,G000247-0,rep,1899-12-04,1901-03-03,NY,20,,Democrat,,,,,,,,,,
G000429,0,G000429-0,rep,1897-03-15,1899-03-03,NE,6,,Populist,,,,,,,,,,
G000501,0,G000501-0,rep,1881-12-05,1883-03-03,VT,3,,Republican,,,,,,,,,,
H000163,0,H000163-0,sen,1897-03-15,1899-03-03,OH,,1,Republican,,,,,,,,,,
H000215,0,H000215-0,rep,1871-03-04,1873-03-03,PA,5,,Republican,,,,,,,,,,
H000377,0,H000377-0,rep,1871-03-04,1873-03-03,CT,1,,Republican,,,,,,,,,,
H000378,0,H000378-0,rep,1897-03-15,1899-03-03,TX,10,,Republican,,,,,,,,,,
H000409,0,H000409-0,sen,1899-12-04,1899-12-31,NE,,1,Republican,,,,,,,,,,
H000512,0,H000512-0,rep,1897-03-15,1899-03-03,MS,7,,Democrat,,,,,,,,,,
H000680,0,H000680-0,rep,1899-12-04,1901-03-03,DE,0,,Republican,,,,,,,,,,
H000681,0,H000681-0,rep,1899-12-04,1901-03-03,DE,0,,Republican,,,,,,,,,,
H000760,0,H000760-0,rep,1891-12-07,1893-03-03,NY,34,,Republican,,,,,,,,,,
J000186,0,J000186-0,rep,1899-12-04,1901-03-03,WV,3,,Democrat,,,,,,,,,,
K000142,0,K000142-0,rep,1899-12-04,1901-03-03,MD,1,,Republican,,,,,,,,,,
K000145,0,K000145-0,rep,1895-12-02,1897-03-03,OH,14,,Republican,,,,,,,,,,
L000063,0,L000063-0,rep,1899-12-04,1901-03-03,IA,2,,Republican,,,,,,,,,,
L000244,0,L000244-0,rep,1897-03-15,1899-03-03,OH,12,,Democrat,,,,,,,,,,
L000339,0,L000339-0,rep,1895-12-02,1897-03-03,NC,8,,Republican,,,,,,,,,,
L000523,0,L000523-0,rep,1897-03-15,1899-03-03,OH,8,,Republican,,,,,,,,,,
M000276,0,M000276-0,rep,1899-12-04,1901-03-03,NY,6,,Democrat,,,,,,,,,,
M000294,0,M000294-0,rep,1891-12-07,1893-03-03,PA,3,,Democrat,,,,,,,,,,
M000351,0,M000351-0,rep,1883-12-03,1885-03-03,MD,6,,Republican,,,,,,,,,,
M000421,0,M000421-0,rep,1897-03-15,1899-03-03,OH,17,,Democrat,,,,,,,,,,
M000594,0,M000594-0,rep,1899-12-04,1901-03-03,IA,9,,Republican,,,,,,,,,,
M000630,0,M000630-0,rep,1897-03-15,1899-03-03,OH,5,,Democrat,,,,,,,,,,
M000666,0,M000666-0,rep,1897-03-15,1899-03-03,MI,11,,Republican,,,,,,,,,,
N000130,0,N000130-0,rep,1899-12-04,1901-03-03,IL,5,,Democrat,,,,,,,,,,
N000149,0,N000149-0,rep,1897-03-15,1899-03-03,SC,6,,Democrat,,,,,,,,,,
O000051,0,O000051-0,rep,1899-12-04,1901-03-03,NY,31,,Republican,,,,,,,,,,
P000007,0,P000007-0,rep,1897-03-15,1899-03-03,PA,16,,Republican,,,,,,,,,,
P000582,0,P000582-0,rep,1897-03-15,1899-03-03,MO,12,,Republican,,,,,,,,,,
P000169,0,P000169-0,rep,1895-12-02,1897-03-03,NC,9,,Republican,,,,,,,,,,
P000225,0,P000225-0,rep,1899-12-04,1901-03-03,NM,-1,,Republican,,,,,,,,,,
P000307,0,P000307-0,rep,1899-12-04,1901-03-03,OH,20,,Republican,,,,,,,,,,
P000490,0,P000490-0,rep,1891-12-07,1893-03-03,VT,1,,Republican,,,,,,,,,,
W000379,0,W000379-0,rep,1901-12-02,1903-03-03,KY,10,,Democrat,,,,,,,,,,
P000564,0,P000564-0,rep,1895-12-02,1897-03-03,KY,9,,Republican,,,,,,,,,,
Q000003,0,Q000003-0,sen,1899-12-04,1905-03-03,WI,,1,Republican,,,,,,,,,,
Q000004,0,Q000004-0,rep,1899-12-04,1901-03-03,VA,10,,Democrat,,,,,,,,,,
R000128,0,R000128-0,rep,1877-10-15,1879-03-03,ME,1,,Republican,,,,,,,,,,
R000244,0,R000244-0,rep,1897-03-15,1899-03-03,KS,3,,Populist,,,,,,,,,,
R000299,0,R000299-0,rep,1893-08-07,1895-03-03,AL,4,,Democrat,,,,,,,,,,
R000450,0,R000450-0,sen,1899-12-04,1901-03-03,VT,,3,Republican,,,,,,,,,,
R000557,0,R000557-0,rep,1899-12-04,1901-03-03,PA,13,,Democrat,,,,,,,,,,
S000252,0,S000252-0,rep,1897-03-15,1899-03-03,KY,7,,Democrat,,,,,,,,,,
S000742,0,S000742-0,rep,1897-03-15,1899-03-03,MA,11,,Republican,,,,,,,,,,
S000784,0,S000784-0,rep,1893-08-07,1895-03-03,AL,2,,Democrat,,,,,,,,,,
S000898,0,S000898-0,rep,1895-12-02,1897-03-03,WI,9,,Republican,,,,,,,,,,
S000922,0,S000922-0,sen,1864-01-01,1869-03-03,NV,,1,Republican,,,,,,,,,,
S001085,0,S001085-0,rep,1897-03-15,1899-03-03,NE,5,,Populist,,,,,,,,,,
T000137,0,T000137-0,rep,1891-12-07,1893-03-03,AR,4,,Democrat,,,,,,,,,,
T000248,0,T000248-0,rep,1899-12-04,1901-03-03,PA,20,,Republican,,,,,,,,,,
T000426,0,T000426-0,rep,1899-12-04,1901-03-03,KY,5,,Democrat,,,,,,,,,,
U000008,0,U000008-0,rep,1899-12-04,1901-03-03,NY,16,,Democrat,,,,,,,,,,
W000188,0,W000188-0,rep,1899-12-04,1901-03-03,CA,6,,Republican,,,,,,,,,,
W000229,0,W000229-0,rep,1897-03-15,1899-03-03,OH,7,,Republican,,,,,,,,,,
W000316,0,W000316-0,rep,1897-03-15,1899-03-03,MA,4,,Republican,,,,,,,,,,
W000338,0,W000338-0,rep,1881-12-05,1883-03-03,AL,8,,Democrat,,,,,,,,,,
W000372,0,W000372-0,rep,1897-03-15,1899-03-03,NC,2,,Republican,,,,,,,,,,
W000573,0,W000573-0,rep,1895-12-02,1897-03-03,ID,1,,Republican,,,,,,,,,,
W000612,0,W000612-0,rep,1895-12-02,1897-03-03,SC,4,,Democrat,,,,,,,,,,
W000653,0,W000653-0,rep,1897-03-15,1899-03-03,VA,2,,Republican,,,,,,,,,,
Y000056,0,Y000056-0,rep,1897-03-15,1899-03-03,VA,2,,Democrat,,,,,,,,,,
Z000006,0,Z000006-0,rep,1899-12-04,1901-03-03,PA,19,,Democrat,,,,,,,,,,
B000138,0,B000138-0,sen,1900-01-01,1905-03-03,CA,,1,Republican,,,,,,,,,,
A000125,0,A000125-0,rep,1899-12-04,1901-03-03,KY,2,,Democrat,,,,,,,,,,
A000265,0,A000265-0,rep,1901-12-02,1903-03-03,MI,10,,Republican,,,,,,,,,,
B000163,0,B000163-0,rep,1895-12-02,1897-03-03,WI,5,,Republican,,,,,,,,,,
B000341,0,B000341-0,rep,1893-08-07,1895-03-03,CO,2,,Populist,,,,,,,,,,
B000349,0,B000349-0,rep,1899-12-04,1901-03-03,NC,6,,Democrat,,,,,,,,,,
B000352,0,B000352-0,rep,1901-12-02,1903-03-03,NY,13,,Democrat,,,,,,,,,,
B000418,0,B000418-0,sen,1885-12-07,1889-03-03,AR,,2,Democrat,,,,,,,,,,
B000465,0,B000465-0,rep,1901-12-02,1903-03-03,PA,17,,Democrat,,,,,,,,,,
B000508,0,B000508-0,rep,1875-12-06,1877-03-03,KY,7,,Democrat,,,,,,,,,,
B000673,0,B000673-0,rep,1883-12-03,1885-03-03,ME,-1,,Republican,,,,,,,,,,
B000843,0,B000843-0,rep,1901-12-02,1903-03-03,NY,3,,Republican,,,,,,,,,,
B000866,0,B000866-0,rep,1893-08-07,1895-03-03,OH,2,,Republican,,,,,,,,,,
B000892,0,B000892-0,rep,1889-12-02,1891-03-03,PA,10,,Republican,,,,,,,,,,
B001048,0,B001048-0,rep,1895-12-02,1897-03-03,RI,1,,Republican,,,,,,,,,,
B001097,0,B001097-0,rep,1897-03-15,1899-03-03,TX,6,,Democrat,,,,,,,,,,
B001154,0,B001154-0,sen,1901-12-02,1907-03-03,KS,,2,Republican,,,,,,,,,,
C000157,0,C000157-0,rep,1897-03-15,1899-03-03,TN,10,,Democrat,,,,,,,,,,
C000454,0,C000454-0,sen,1899-12-04,1901-03-03,MT,,1,Democrat,,,,,,,,,,
C000706,0,C000706-0,rep,1901-12-02,1903-03-03,MA,9,,Democrat,,,,,,,,,,
C000741,0,C000741-0,rep,1901-12-02,1903-03-03,CA,1,,Republican,,,,,,,,,,
C000744,0,C000744-0,rep,1897-03-15,1899-03-03,MO,7,,Democrat,,,,,,,,,,
C000779,0,C000779-0,rep,1895-12-02,1897-03-03,MI,1,,Republican,,,,,,,,,,
C000899,0,C000899-0,rep,1873-12-01,1875-03-03,NY,7,,Democrat,,,,,,,,,,
C000957,0,C000957-0,rep,1895-12-02,1897-03-03,MI,10,,Republican,,,,,,,,,,
C000983,0,C000983-0,rep,1887-12-05,1889-03-03,NY,6,,Democrat,,,,,,,,,,
D000005,0,D000005-0,rep,1899-12-04,1901-03-03,WI,2,,Republican,,,,,,,,,,
D000194,0,D000194-0,rep,1897-03-15,1899-03-03,TX,3,,Democrat,,,,,,,,,,
D000341,0,D000341-0,sen,1901-12-02,1905-03-03,NE,,1,Republican,,,,,,,,,,
D000509,0,D000509-0,rep,1887-12-05,1889-03-03,ID,-1,,Republican,,,,,,,,,,
E000038,0,E000038-0,rep,1895-12-02,1897-03-03,MN,7,,Republican,,,,,,,,,,
E000061,0,E000061-0,rep,1901-12-02,1903-03-03,MT,1,,Populist,,,,,,,,,,
E000129,0,E000129-0,rep,1887-12-05,1889-03-03,SC,7,,Democrat,,,,,,,,,,
E000173,0,E000173-0,rep,1899-12-04,1901-03-03,NY,23,,Republican,,,,,,,,,,
F000058,0,F000058-0,rep,1901-12-02,1903-03-03,IL,2,,Democrat,,,,,,,,,,
F000185,0,F000185-0,rep,1901-12-02,1903-03-03,NJ,4,,Democrat,,,,,,,,,,
F000198,0,F000198-0,rep,1897-03-15,1899-03-03,GA,10,,Democrat,,,,,,,,,,
F000226,0,F000226-0,rep,1893-08-07,1895-03-03,OK,-1,,Republican,,,,,,,,,,
F000330,0,F000330-0,rep,1897-03-15,1899-03-03,MS,4,,Democrat,,,,,,,,,,
G000164,0,G000164-0,sen,1901-12-02,1905-03-03,MT,,1,Democrat,,,,,,,,,,
G000239,0,G000239-0,rep,1901-12-02,1903-03-03,ID,1,,Populist,,,,,,,,,,
G000314,0,G000314-0,rep,1899-12-04,1901-03-03,OH,4,,Democrat,,,,,,,,,,
G000411,0,G000411-0,rep,1899-12-04,1901-03-03,PA,9,,Democrat,,,,,,,,,,
G000507,0,G000507-0,rep,1851-12-01,1853-03-03,PA,12,,Democrat,,,,,,,,,,
H000054,0,H000054-0,rep,1899-12-04,1901-03-03,PA,28,,Democrat,,,,,,,,,,
H000143,0,H000143-0,rep,1901-12-02,1903-03-03,NY,4,,Republican,,,,,,,,,,
W000459,0,W000459-0,rep,1899-12-04,1901-03-03,HI,-1,,,,,,,,,,,,
H000434,0,H000434-0,rep,1895-12-02,1897-03-03,MN,3,,Republican,,,,,,,,,,
H000478,0,H000478-0,rep,1883-12-03,1885-03-03,IA,3,,Republican,,,,,,,,,,
H000513,0,H000513-0,rep,1901-12-02,1903-03-03,MS,3,,Democrat,,,,,,,,,,
H000654,0,H000654-0,rep,1869-03-04,1871-03-03,MA,8,,Republican,,,,,,,,,,
H000758,0,H000758-0,rep,1875-12-06,1877-03-03,MS,5,,Democrat,,,,,,,,,,
I000041,0,I000041-0,rep,1901-12-02,1903-03-03,KY,5,,Republican,,,,,,,,,,
J000001,0,J000001-0,rep,1899-12-04,1901-03-03,PA,21,,Republican,,,,,,,,,,
J000003,0,J000003-0,rep,1901-12-02,1903-03-03,KS,3,,Democrat,,,,,,,,,,
J000102,0,J000102-0,rep,1897-03-15,1899-03-03,IL,18,,Democrat,,,,,,,,,,
J000274,0,J000274-0,rep,1893-08-07,1895-03-03,MO,11,,Republican,,,,,,,,,,
K000034,0,K000034-0,sen,1901-12-02,1905-03-03,UT,,1,Republican,,,,,,,,,,
K000131,0,K000131-0,rep,1901-12-02,1903-03-03,IL,21,,Democrat,,,,,,,,,,
K000258,0,K000258-0,rep,1895-12-02,1897-03-03,TX,11,,Democrat,,,,,,,,,,
K000299,0,K000299-0,rep,1895-12-02,1897-03-03,MA,5,,Republican,,,,,,,,,,
L000078,0,L000078-0,rep,1883-12-03,1885-03-03,TX,11,,Democrat,,,,,,,,,,
L000253,0,L000253-0,rep,1901-12-02,1903-03-03,NY,7,,Republican,,,,,,,,,,
L000292,0,L000292-0,rep,1901-12-02,1903-03-03,PA,19,,Republican,,,,,,,,,,
L000448,0,L000448-0,rep,1891-12-07,1893-03-03,CA,5,,Republican,,,,,,,,,,
M000391,0,M000391-0,rep,1893-08-07,1895-03-03,AR,1,,Democrat,,,,,,,,,,
